Finance Year,Award Date,Fund,Programme Type,Recipient Org:Name,Title,Identifier,Amount Awarded,Scheme,Currency,Funding Org:Identifier,Funding Org:Name,Data source,Date modified
2014-2015,2015-03-31,Lottery,Small Grants Programme,Ardess Art Society,Lottery grant to Ardess Art Society (2014-2015),GB-ACNI-48aafea72e813fa659115daf96285006,5630,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Small Grants Programme,Armagh Old Boys Silver Band,Lottery grant to Armagh Old Boys Silver Band (2014-2015),GB-ACNI-e3ca2bdce166372ef69d7455ed10e724,5000,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Small Grants Programme,Atlas Women's Centre,Lottery grant to Atlas Women's Centre (2014-2015),GB-ACNI-d3d46d33149cfc352fab01225ada27cf,2880,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Small Grants Programme,Ballysillan Highland Dancers,Lottery grant to Ballysillan Highland Dancers (2014-2015),GB-ACNI-cdfcb229a287e298d561670a4f9accd0,7980,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Small Grants Programme,Bangor International Choral Festival,Lottery grant to Bangor International Choral Festival (2014-2015),GB-ACNI-26605a016fa5ec68a94956c27455354f,1700,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Small Grants Programme,Belfast Hills Partnership Trust,Lottery grant to Belfast Hills Partnership Trust (2014-2015),GB-ACNI-397bff09959cb366bb1800aa0a58ee61,10000,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Small Grants Programme,Belfast Music Society,Lottery grant to Belfast Music Society (2014-2015),GB-ACNI-f604af3f64ae5db8244947ddb78e038d,3000,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Small Grants Programme,Belfast Operatic Company,Lottery grant to Belfast Operatic Company (2014-2015),GB-ACNI-555e017e1dcdb74ecf96ad1427d7b96e,9195,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Small Grants Programme,Belfast Philharmonic Society,Lottery grant to Belfast Philharmonic Society (2014-2015),GB-ACNI-4e1302a1380a89c491c7801e42d52049,4000,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Small Grants Programme,Beyond Skin,Lottery grant to Beyond Skin (2014-2015),GB-ACNI-46205cfe7cdb01297572873bec67fa07,3020,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Small Grants Programme,Big Telly Theatre Company,Lottery grant to Big Telly Theatre Company (2014-2015),GB-ACNI-33678363b8982ceff0b2a2c38ee424db,9525,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Small Grants Programme,Brassneck Theatre Company,Lottery grant to Brassneck Theatre Company (2014-2015),GB-ACNI-4783d97592da8fa5c32cc7957fbf9f8c,6000,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Small Grants Programme,Bright Lights,Lottery grant to Bright Lights (2014-2015),GB-ACNI-7fd08cf6a8a6be1ebfeae59f539b2f9c,7493,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Small Grants Programme,Brunswick Accordion Band,Lottery grant to Brunswick Accordion Band (2014-2015),GB-ACNI-f28fd2554323efc2bfba6e2f1e5a6664,2700,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Small Grants Programme,Bryson An Munia Tober,Lottery grant to Bryson An Munia Tober (2014-2015),GB-ACNI-4ae294faee87ad0391902ad9ff2804c9,3475,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Small Grants Programme,C21 Theatre Company Ltd,Lottery grant to C21 Theatre Company Ltd (2014-2015),GB-ACNI-0c8470ff25795223eaa5bbb99d6ec7c5,8920,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Small Grants Programme,Cahoots NI Ltd,Lottery grant to Cahoots NI Ltd (2014-2015),GB-ACNI-7ac93fafa14b5e4e8c2fa430f79c7947,9950,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Small Grants Programme,Carleton Over 50's Association,Lottery grant to Carleton Over 50's Association (2014-2015),GB-ACNI-d849444fd8923883f417fb222c68be20,2000,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Small Grants Programme,Carrickfergus Drumming Club,Lottery grant to Carrickfergus Drumming Club (2014-2015),GB-ACNI-b6b050aaf9a4a182741d5b8d5ca0c60e,4380,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Small Grants Programme,Clonoe Rural Development Agency,Lottery grant to Clonoe Rural Development Agency (2014-2015),GB-ACNI-2760303cf927f01b52f609a4be69a3e6,5320,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Small Grants Programme,Cloughmore Male Voice Choir,Lottery grant to Cloughmore Male Voice Choir (2014-2015),GB-ACNI-6d8a410f2522ecc3853b7c824a52d4c9,1700,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Small Grants Programme,Comber Autism Support Group,Lottery grant to Comber Autism Support Group (2014-2015),GB-ACNI-1237c82b1179ed02ae3682a5aabee662,3862,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Small Grants Programme,Community Intercultural Programme,Lottery grant to Community Intercultural Programme (2014-2015),GB-ACNI-011ed971c46cc4aaa056166b2436370c,4350,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Small Grants Programme,Corkley Pipe Band,Lottery grant to Corkley Pipe Band (2014-2015),GB-ACNI-172742f5e1dfdbb7e0fcc6f4ebad21d0,4884,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Small Grants Programme,Creative Exchange,Lottery grant to Creative Exchange (2014-2015),GB-ACNI-17d3621120984aeff0ec3250a22a90d3,6500,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Small Grants Programme,Cuan Mhuire Rehabilitation Centre,Lottery grant to Cuan Mhuire Rehabilitation Centre (2014-2015),GB-ACNI-d7bc23e07571503eae973408063fb6f8,7000,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Small Grants Programme,Doire Press,Lottery grant to Doire Press (2014-2015),GB-ACNI-91d703b90220a245b003db281b0ed0ac,1500,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Small Grants Programme,Drumaroad & Clanvaraghan Community Association,Lottery grant to Drumaroad & Clanvaraghan Community Association (2014-2015),GB-ACNI-a9de8bc45df986d8740f357fb147a025,1296,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Small Grants Programme,Falls Community Council,Lottery grant to Falls Community Council (2014-2015),GB-ACNI-130fbf369a571a392eb49e2134d747d1,3200,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Small Grants Programme,Fermanagh Arts Festival,Lottery grant to Fermanagh Arts Festival (2014-2015),GB-ACNI-97d5d6ffcb33eb7766775d25a7fe47e8,7300,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Small Grants Programme,Fermanagh Choral Society,Lottery grant to Fermanagh Choral Society (2014-2015),GB-ACNI-5d91f617a37b9cfcb234276250f8fd65,3200,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Small Grants Programme,Fermanagh Women's Aid,Lottery grant to Fermanagh Women's Aid (2014-2015),GB-ACNI-6813703a5ace7964b597a979bbdfdfa6,5000,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Small Grants Programme,Fermanagh Writers,Lottery grant to Fermanagh Writers (2014-2015),GB-ACNI-61ec6857037d0b39d70b7bd948112208,5258,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Small Grants Programme,Fibromyalgia Support North Down and Ards (FSNDA),Lottery grant to Fibromyalgia Support North Down and Ards (FSNDA) (2014-2015),GB-ACNI-81c2d91bb2333e072b4eb876bc0eaa4f,2304,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Small Grants Programme,Forthspring Intercommunity Group,Lottery grant to Forthspring Intercommunity Group (2014-2015),GB-ACNI-1869bc72cfc7b31ab02de13597bde3dd,6250,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Small Grants Programme,Fusion Theatre,Lottery grant to Fusion Theatre (2014-2015),GB-ACNI-5ce8a1819a03420c5ec778ccfe8bd986,5000,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Small Grants Programme,Fusion Theatre,Lottery grant to Fusion Theatre (2014-2015),GB-ACNI-5ce8a1819a03420c5ec778ccfe8bd986,6500,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Small Grants Programme,Glengormley School of Traditional Irish Music,Lottery grant to Glengormley School of Traditional Irish Music (2014-2015),GB-ACNI-3bc81e09e43e4be6c74c744e823637fb,5970,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Small Grants Programme,Greencastle Youth Club,Lottery grant to Greencastle Youth Club (2014-2015),GB-ACNI-35d34bea31b2b1f34ace0bdbac4ca982,2500,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Small Grants Programme,Hard Rain SoloistEnsemble,Lottery grant to Hard Rain SoloistEnsemble (2014-2015),GB-ACNI-91307f124c8754cb5aafde5987814578,4795,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Small Grants Programme,Institute for Conflict Research,Lottery grant to Institute for Conflict Research (2014-2015),GB-ACNI-a87238c5a4ed2749832a6f49a88fb3b9,9050,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Small Grants Programme,Jigsaw Northern Ireland,Lottery grant to Jigsaw Northern Ireland (2014-2015),GB-ACNI-8c7079ba287b05a8655934a075965f97,4970,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Small Grants Programme,Kabosh Theatre Ltd,Lottery grant to Kabosh Theatre Ltd (2014-2015),GB-ACNI-ec019e1c0759bb545bfe64e11840cdce,4271,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Small Grants Programme,Kids in Control,Lottery grant to Kids in Control (2014-2015),GB-ACNI-c86e0c64de8fe9979aeaf43526892efc,6360,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Small Grants Programme,Larne Drama Festival,Lottery grant to Larne Drama Festival (2014-2015),GB-ACNI-af37932852afb92dff59efaaa4b5e4ff,990,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Small Grants Programme,Lisnagarvey Operatic and Dramatic Society,Lottery grant to Lisnagarvey Operatic and Dramatic Society (2014-2015),GB-ACNI-58909b540e48f7e38ba4ee2f8d538347,4300,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Small Grants Programme,Live Music Now (LMN),Lottery grant to Live Music Now (LMN) (2014-2015),GB-ACNI-14f0a9a8636ca14dffbc53f5b003342c,7140,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Small Grants Programme,MADD Music,Lottery grant to MADD Music (2014-2015),GB-ACNI-bd7359a60c33e1b52658b4de858fae6f,4520,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Small Grants Programme,Mind Wise New Vision,Lottery grant to Mind Wise New Vision (2014-2015),GB-ACNI-eaefe3105761e0e7a0de1b9bf350091d,6440,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Small Grants Programme,Newcastle Arts Festival Committee,Lottery grant to Newcastle Arts Festival Committee (2014-2015),GB-ACNI-5fc3dd761f283342b7000470321ba211,3581,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Small Grants Programme,Newry Chamber Music,Lottery grant to Newry Chamber Music (2014-2015),GB-ACNI-d2404f5398f25d91cdb21dc4320537b5,4936,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Small Grants Programme,North Down Community Network,Lottery grant to North Down Community Network (2014-2015),GB-ACNI-e27d3966e7ea06ca0b36ef5508c636e0,5148,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Small Grants Programme,Northern Ireland International Organ Competition,Lottery grant to Northern Ireland International Organ Competition (2014-2015),GB-ACNI-29663cf2b00786d9750d28940fed63e2,2675,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Small Grants Programme,Omagh Arts Committee,Lottery grant to Omagh Arts Committee (2014-2015),GB-ACNI-ea7ba06cdafdb6b9ee5a795d566f34ba,3005,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Small Grants Programme,Omagh Jazz and Big Band Festival,Lottery grant to Omagh Jazz and Big Band Festival (2014-2015),GB-ACNI-5f7f8a489f173bde1f748c0a6b606d4e,1500,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Small Grants Programme,Orchestra of the Eighteenth Century,Lottery grant to Orchestra of the Eighteenth Century (2014-2015),GB-ACNI-f5031556d0496403a7441f8c503ac32c,10000,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Small Grants Programme,Outburst Arts Festival,Lottery grant to Outburst Arts Festival (2014-2015),GB-ACNI-3e9f5e2db9143a5696dca090557bd079,10000,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Small Grants Programme,Over the Hill Music Collective,Lottery grant to Over the Hill Music Collective (2014-2015),GB-ACNI-a02965a432b97948d086992f94a8b988,2325,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Small Grants Programme,Pintsized Productions Ltd,Lottery grant to Pintsized Productions Ltd (2014-2015),GB-ACNI-191bda397bef83d52945aa04c64a2ec2,9995,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Small Grants Programme,Polish Youth Organisation Kameleon,Lottery grant to Polish Youth Organisation Kameleon (2014-2015),GB-ACNI-4a04295fc7f6282939313bb1bec022b4,1250,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Small Grants Programme,Ponydance Theatre Company,Lottery grant to Ponydance Theatre Company (2014-2015),GB-ACNI-f3c5ab23b5c1ef2f57e7e54bdb7c3028,3300,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Small Grants Programme,Ravara Productions,Lottery grant to Ravara Productions (2014-2015),GB-ACNI-88eb25fbce51c9cda8ec8838fc21c182,2325,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Small Grants Programme,Rawlife Theatre Company,Lottery grant to Rawlife Theatre Company (2014-2015),GB-ACNI-ea32b908926b1419d5838a4dd8e447d6,8510,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Small Grants Programme,Red Barn Gallery Arts Group,Lottery grant to Red Barn Gallery Arts Group (2014-2015),GB-ACNI-e5ea7da993568b5da6c16e1c741d2870,7837,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Small Grants Programme,Sestina Music Ltd,Lottery grant to Sestina Music Ltd (2014-2015),GB-ACNI-4e1500d0823fc51d5df81391c02e7aae,6500,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Small Grants Programme,Shalom Writers' Group,Lottery grant to Shalom Writers' Group (2014-2015),GB-ACNI-7cf617f7c1bee5ee147ac2938a1d7161,1100,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Small Grants Programme,Somerville Press Ltd,Lottery grant to Somerville Press Ltd (2014-2015),GB-ACNI-eb8c46cb362cdbadbd63a182762a1628,2880,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Small Grants Programme,St Malachys Youth Centre,Lottery grant to St Malachys Youth Centre (2014-2015),GB-ACNI-26dac260695fa5f4f654e4dfdfcd22fb,5350,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Small Grants Programme,Stendhal Festival Ltd,Lottery grant to Stendhal Festival Ltd (2014-2015),GB-ACNI-f1bc898df8257bfaef74b99d9a6e4623,7000,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Small Grants Programme,Strabane Chamber Choir,Lottery grant to Strabane Chamber Choir (2014-2015),GB-ACNI-4b832f96c8b4b6239924f2cf37e6b765,3450,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Small Grants Programme,Suffolk Lenadoon Interface Group,Lottery grant to Suffolk Lenadoon Interface Group (2014-2015),GB-ACNI-e0c8dde99648299db0882f5abde2fb1c,2250,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
