Finance Year,Award Date,Fund,Programme Type,Recipient Org:Name,Title,Identifier,Amount Awarded,Scheme,Currency,Funding Org:Identifier,Funding Org:Name,Data source,Date modified
2014-2015,2015-03-31,Lottery,Re-Imaging - Stage 2,Dunclug Partnership,Lottery grant to Dunclug Partnership (2014-2015),GB-ACNI-a6f45c2d03564b81e19987d70ad151a4,27256.8,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Re-Imaging - Stage 2,Killesher Community Development Association,Lottery grant to Killesher Community Development Association (2014-2015),GB-ACNI-49e7333bee903a5c42654b16a9edf150,31500,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Re-Imaging - Stage 2,Richmount Rural Community Association,Lottery grant to Richmount Rural Community Association (2014-2015),GB-ACNI-58a2796bb1521e82fb6647776d846672,50000,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Re-Imaging - Stage 2,Ring of Gullion Landscape Partnership Scheme,Lottery grant to Ring of Gullion Landscape Partnership Scheme (2014-2015),GB-ACNI-0b38824ed0d7bf48ccaf7c261b525666,39000,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Re-Imaging - Stage 2,Ring of Gullion Landscape Partnership Scheme Newry & Mourne District Council,Lottery grant to Ring of Gullion Landscape Partnership Scheme Newry & Mourne District Council (2014-2015),GB-ACNI-adc48aa2f4bba27237d90943326b94e4,49000,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Re-Imaging - Stage 2,Servite Trust NI,Lottery grant to Servite Trust NI (2014-2015),GB-ACNI-ebcb81e91ffbe096ecd0ddca29abf6b3,50000,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,Re-Imaging - Stage 2,Suffolk Lenadoon Interface Group,Lottery grant to Suffolk Lenadoon Interface Group (2014-2015),GB-ACNI-e0c8dde99648299db0882f5abde2fb1c,33000,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Other,Re-Imaging - Stage 2,West Belfast Athletic & Cultural Society,Other grant to West Belfast Athletic & Cultural Society (2014-2015),GB-ACNI-a3580ca7392af32374c90a4669b3948b,50000,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Adriana Ionascu,Lottery grant to Adriana Ionascu (2014-2015),GB-ACNI-40911d3efc8e4c24af9186d5626ecffd,505,General Art Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Aidan Deery,Lottery grant to Aidan Deery (2014-2015),GB-ACNI-09c8548848d7c0aa31e109c71ea317fe,1500,General Art Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Aideen Doran,Lottery grant to Aideen Doran (2014-2015),GB-ACNI-d6747abce526e249766a7a2b0b9141f6,1992,General Art Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Aine McKenna,Lottery grant to Aine McKenna (2014-2015),GB-ACNI-e3fd45451682fc41338ebd33d68f14ef,4000,General Art Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Alacoque Davey,Lottery grant to Alacoque Davey (2014-2015),GB-ACNI-1194f774fe150c87e51b756010c2dd3c,1500,General Art Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Alan Cunningham,Lottery grant to Alan Cunningham (2014-2015),GB-ACNI-810ca2eb272a73d4469f6810690298b5,1500,General Art Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Exchequer,SIAP,Alan Kane,Exchequer grant to Alan Kane (2014-2015),GB-ACNI-0335b01f4de18ac01508e05c63d05b59,250,Travel Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Alex Wylie,Lottery grant to Alex Wylie (2014-2015),GB-ACNI-ffdb1c1336227acc4d8248ca786e79e7,1500,General Art Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Alison Hanvey,Lottery grant to Alison Hanvey (2014-2015),GB-ACNI-bd41278a716a158970fd908aa8a4b5bd,1500,General Art Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Exchequer,SIAP,Alison Lowry,Exchequer grant to Alison Lowry (2014-2015),GB-ACNI-87ccca0602192552c957295c779d5302,100,Travel Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Exchequer,SIAP,Alison Lowry,Exchequer grant to Alison Lowry (2014-2015),GB-ACNI-87ccca0602192552c957295c779d5302,1950,Artists International Development Fund,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Amanda Brobyn,Lottery grant to Amanda Brobyn (2014-2015),GB-ACNI-8e0c4ab84a3624e7812cec7b701fddfe,1500,General Art Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Exchequer,SIAP,Amanda Doherty,Exchequer grant to Amanda Doherty (2014-2015),GB-ACNI-b07f170a80337db9dcf56bbda718f533,300,Travel Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Amanda McKittrick,Lottery grant to Amanda McKittrick (2014-2015),GB-ACNI-d056d06ecd83edf95e3aafaa0e9a67ca,1500,General Art Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Amy McGarrigle,Lottery grant to Amy McGarrigle (2014-2015),GB-ACNI-e4cf0daef6e40e5006de2eba72a63f0c,500,General Art Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Andrew Doyle,Lottery grant to Andrew Doyle (2014-2015),GB-ACNI-510053ce9073437d8f333b2fb19a3395,2350,General Art Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Andrew Haire,Lottery grant to Andrew Haire (2014-2015),GB-ACNI-24140c693ea2d90ba51e468adcc6ca62,1500,General Art Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Andrew Moore,Lottery grant to Andrew Moore (2014-2015),GB-ACNI-6cd4210b2053e03ce911197f404c1acc,800,General Art Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Angela Darby,Lottery grant to Angela Darby (2014-2015),GB-ACNI-5e22fa4c87f77546a8e4c9c50ca00e48,1486,General Art Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Anna Marie Savage,Lottery grant to Anna Marie Savage (2014-2015),GB-ACNI-25a193d137ec936ea6314f55ce932632,986,General Art Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Anne Lawson,Lottery grant to Anne Lawson (2014-2015),GB-ACNI-ca59f8bb24a03dab9c7e4fef4ed28c3c,500,General Art Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Anne Spiers,Lottery grant to Anne Spiers (2014-2015),GB-ACNI-950f925f50dbfaa57774c29bf462d134,2500,General Art Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Annie McCartney,Lottery grant to Annie McCartney (2014-2015),GB-ACNI-fea0afcd7b0d6c53e636215f09729038,1500,General Art Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Exchequer,SIAP,AnNua,Exchequer grant to AnNua (2014-2015),GB-ACNI-9e3c00d66dae0c46dbddcde2cc161000,4520,Artists International Development Fund,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Anthony Champa,Lottery grant to Anthony Champa (2014-2015),GB-ACNI-5457743dbd2027829e96cdb7815b1dea,1500,General Art Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Anthony Quinn,Lottery grant to Anthony Quinn (2014-2015),GB-ACNI-a296e43c6206bdb8b247612d0330344a,1500,General Art Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Exchequer,SIAP,Arts and Disability Forum,Exchequer grant to Arts and Disability Forum (2014-2015),GB-ACNI-bc46de7250cd08eb17993c27d9240590,25000,,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Exchequer,SIAP,Belfast Photo Festival,Exchequer grant to Belfast Photo Festival (2014-2015),GB-ACNI-ac13421b477d637963505888520b7dd3,3228,Artists International Development Fund,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Ben Crothers,Lottery grant to Ben Crothers (2014-2015),GB-ACNI-749e87ec1dfc0ed6938613cc32aabbc8,5000,Artists Career Enhancement,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Bernadette Comac,Lottery grant to Bernadette Comac (2014-2015),GB-ACNI-be93f87b909e0ac76c4b8df69ea3dd18,1500,General Art Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Exchequer,SIAP,Bernadette Morris,Exchequer grant to Bernadette Morris (2014-2015),GB-ACNI-6c1d031a37c13e2f209bd0981fb950fe,4400,Artists International Development Fund,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Exchequer,SIAP,Brendan Jamison,Exchequer grant to Brendan Jamison (2014-2015),GB-ACNI-c9138e3553eedda4ff7086f3ccc19b41,3100,Artists International Development Fund,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Brendan McLoughlin,Lottery grant to Brendan McLoughlin (2014-2015),GB-ACNI-c023e898be872a301310537ad5a274cb,1500,General Art Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Exchequer,SIAP,Brendan Mulholland,Exchequer grant to Brendan Mulholland (2014-2015),GB-ACNI-25ea3bde0d9e3c0ffe9d9c7371005651,500,Travel Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Exchequer,SIAP,Brian McAvera,Exchequer grant to Brian McAvera (2014-2015),GB-ACNI-00de83ed3e854477e73d1c2f2e2c038a,300,Travel Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Brian Patterson,Lottery grant to Brian Patterson (2014-2015),GB-ACNI-2e4f598e4d880fe928bdd8952b315915,1370,General Art Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Bridget Madden,Lottery grant to Bridget Madden (2014-2015),GB-ACNI-abaf1460596418714bf8ed09ff54e37a,1200,General Art Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Exchequer,SIAP,Brighdin Farren,Exchequer grant to Brighdin Farren (2014-2015),GB-ACNI-8a3f789b05dbfe66882d315ff2930afd,3820,Artists International Development Fund,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Bronagh McAtasney,Lottery grant to Bronagh McAtasney (2014-2015),GB-ACNI-4d3428a10acd23495227313b0a7b3914,5000,Artists Career Enhancement,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Exchequer,SIAP,Caitriona McLaughlin,Exchequer grant to Caitriona McLaughlin (2014-2015),GB-ACNI-db23a5eec5c1754850c44a69152500a1,300,Travel Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Cara Park,Lottery grant to Cara Park (2014-2015),GB-ACNI-e15023011fad294d7ff81ac21d75fe4e,2228,General Art Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Carol Moore,Lottery grant to Carol Moore (2014-2015),GB-ACNI-a2898946e53f0ecd13e28ac66ed5c688,1500,General Art Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Caroline Healy,Lottery grant to Caroline Healy (2014-2015),GB-ACNI-91fead76a6973bc63469ae22a1ff658d,5000,Artists Career Enhancement,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Cat Barter,Lottery grant to Cat Barter (2014-2015),GB-ACNI-d0427ebabfd8fdd7f931d2dfd612d9ba,4992,Artists Career Enhancement,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Cathal Hayden,Lottery grant to Cathal Hayden (2014-2015),GB-ACNI-0728ed57a1f8db25c5a5279048c1cecd,15000,Major Individual Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Catherine Hatt,Lottery grant to Catherine Hatt (2014-2015),GB-ACNI-7bc0a04fe652ad0907cafbdb39b3962d,1400,General Art Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Exchequer,SIAP,Centre for Contemporary Art Derry - Londonderry,Exchequer grant to Centre for Contemporary Art Derry - Londonderry (2014-2015),GB-ACNI-5c96e6a4eef12701088a68010be9e71f,3640,Artists International Development Fund,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Exchequer,SIAP,Charlene Hegarty,Exchequer grant to Charlene Hegarty (2014-2015),GB-ACNI-3762ca6af54e4615191be44fa461e1a5,400,Travel Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Exchequer,SIAP,Cheryl O'Dwyer,Exchequer grant to Cheryl O'Dwyer (2014-2015),GB-ACNI-c554dc7a1e6babcf203cf223e169bb68,500,Travel Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Exchequer,SIAP,Chris McMullan,Exchequer grant to Chris McMullan (2014-2015),GB-ACNI-34074d358a8e1a0fc2eb0762b19551a5,500,Travel Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Christoff Gillen,Lottery grant to Christoff Gillen (2014-2015),GB-ACNI-61150de5cdaef9f6423f45f176549971,1000,General Art Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Christopher Fitz-Simon,Lottery grant to Christopher Fitz-Simon (2014-2015),GB-ACNI-a27d2b36df01b8b022e201618175a057,1500,General Art Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Christopher Hanlon,Lottery grant to Christopher Hanlon (2014-2015),GB-ACNI-695bdbf476f08aade7c6d2068079a323,1275,General Art Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Christopher Thomas McAteer,Lottery grant to Christopher Thomas McAteer (2014-2015),GB-ACNI-7ae519189bcc3896c291b09bd2178a24,1170,General Art Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Exchequer,SIAP,Ciara McCafferty,Exchequer grant to Ciara McCafferty (2014-2015),GB-ACNI-83bada2b97986fb08e503f5d6c043f1e,150,Travel Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Exchequer,SIAP,Claire Hall,Exchequer grant to Claire Hall (2014-2015),GB-ACNI-b0a0199bdd36ff51a073b4587bec6387,3350,Artists International Development Fund,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Exchequer,SIAP,Claire Muckian,Exchequer grant to Claire Muckian (2014-2015),GB-ACNI-36e56d8a46ec7ad6091b9f3668e58c79,3330,Self Arranged  Residency,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Claire Savage,Lottery grant to Claire Savage (2014-2015),GB-ACNI-581464f8f9e4c247453fad1153e47600,1500,General Art Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Clinton Kirkpatrick,Lottery grant to Clinton Kirkpatrick (2014-2015),GB-ACNI-9a3730e1b9272521cca4726e9e6542e3,930,General Art Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Colin Carberry,Lottery grant to Colin Carberry (2014-2015),GB-ACNI-67bc6099b869cba705b38b1d50bd4d58,1380,General Art Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Colin Reid,Lottery grant to Colin Reid (2014-2015),GB-ACNI-7a47e9d4f89b7e83209a616a0cf51688,1500,General Art Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Conan McIvor,Lottery grant to Conan McIvor (2014-2015),GB-ACNI-f547e1d347736735ac471649ecf5e371,650,General Art Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Connor Maguire,Lottery grant to Connor Maguire (2014-2015),GB-ACNI-7428af15c685a9acab35add5f5323f6b,554,General Art Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Conor Mallon,Lottery grant to Conor Mallon (2014-2015),GB-ACNI-a59861f0b45be93b52571a09a35ea10d,5000,Young Musicians' Platform,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Conor McFeely,Lottery grant to Conor McFeely (2014-2015),GB-ACNI-91d8eb1dad0739ed53e9c34d9813c069,1498,General Art Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Csilla Toldy,Lottery grant to Csilla Toldy (2014-2015),GB-ACNI-fc1437ffdd16e475c06d562d89c6a952,1500,General Art Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Exchequer,SIAP,Cuthbert Arutura,Exchequer grant to Cuthbert Arutura (2014-2015),GB-ACNI-9a84b160e33ea5a90bc9fbd200aad5ff,500,Travel Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Dan Leith,Lottery grant to Dan Leith (2014-2015),GB-ACNI-6b7f010efaa355ec9be345894f7c393d,5000,Artists Career Enhancement,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Exchequer,SIAP,Daniel Acheson,Exchequer grant to Daniel Acheson (2014-2015),GB-ACNI-12fe81af9871e43f2ffabc0aa74d7978,600,Travel Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Exchequer,SIAP,Dara Vallely,Exchequer grant to Dara Vallely (2014-2015),GB-ACNI-81175f14f0dc78663b769bdfdb97175e,400,Travel Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Darran Anderson,Lottery grant to Darran Anderson (2014-2015),GB-ACNI-4389e781669fc8e8bdd503868c059601,1500,General Art Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Exchequer,SIAP,David Lyttle,Exchequer grant to David Lyttle (2014-2015),GB-ACNI-4e411b050086df5d13005adb2202b0e2,500,Travel Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,David Sloan,Lottery grant to David Sloan (2014-2015),GB-ACNI-245bdab634c4fb7925b873e0d04e0f6c,5000,Young Musicians' Platform,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,David Turner,Lottery grant to David Turner (2014-2015),GB-ACNI-60e3e10eb4d50801d6dedeb11585481b,1500,General Art Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Dawn Burns,Lottery grant to Dawn Burns (2014-2015),GB-ACNI-5cf9ae18b40c5728104727b0d2875c4f,5000,Young Musicians' Platform,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Declan Byrne,Lottery grant to Declan Byrne (2014-2015),GB-ACNI-beac882242dda5dfa53f2b8e0a307fa0,844,General Art Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Deirdre Galway,Lottery grant to Deirdre Galway (2014-2015),GB-ACNI-03b74e20e68f18763a9094d5833a7a08,500,General Art Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Exchequer,SIAP,Des Kennedy,Exchequer grant to Des Kennedy (2014-2015),GB-ACNI-faf356ea2dc90e74a2f1c1f45710d944,250,Travel Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Diane Henshaw,Lottery grant to Diane Henshaw (2014-2015),GB-ACNI-e7721a89478eae396050eda8822a1c31,750,General Art Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Lottery,SIAP,Donal Kearney,Lottery grant to Donal Kearney (2014-2015),GB-ACNI-fd6fdf94b6c82384458e742e0f4cb153,733,General Art Award,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
2014-2015,2015-03-31,Exchequer,SIAP,Dumbworld Ltd,Exchequer grant to Dumbworld Ltd (2014-2015),GB-ACNI-e4c9826f9b4585649f879bf63c0e2118,3660,Artists International Development Fund,GBP,GB-SB-ACNI,Arts Council of Northern Ireland,http://www.artscouncil-ni.org/funding/previous-awards,2015-06-10
