Ref No,Identifier,Recipient Org:Name,Title,Amount Awarded,Award Date,Currency,Decision quarter,Area,Beneficiary Location:Name,Description,Funding Org:Identifier,Funding Org:Name,Grant Programme:Title,Data Source,Last modified
24840806,360G-ACE-24840806,Creative Outbursts CIC,21st Century Cultural Offer,"£73,200",17-Sep-13,GBP,Q2,South West,"Bristol, City of",Not art form specific,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
24897217,360G-ACE-24897217,Sounding It Out Association,Building Bridges - the Trowbridge Song Project,"£49,850",17-Sep-13,GBP,Q2,South West,Bath and North East Somerset,Music,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25117896,360G-ACE-25117896,Blank Productions,International Theatre Project - R&D,"£14,700",18-Sep-13,GBP,Q2,South East,Lewes,Theatre,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25128742,360G-ACE-25128742,Lila Dance,Research and Development: The Heist,"£14,992",18-Sep-13,GBP,Q2,South East,Brighton and Hove,Dance,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25132636,360G-ACE-25132636,Josie Melia,The Bombing of the Grand Hotel,"£10,715",18-Sep-13,GBP,Q2,South East,Brighton and Hove,Theatre,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25135267,360G-ACE-25135267,Writing Our Legacy,"Writing Our Legacy - New Voices, New Horizons","£12,597",18-Sep-13,GBP,Q2,South East,Brighton and Hove,Literature,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25137183,360G-ACE-25137183,30 Bird Productions,MUD: The Story of Things,"£15,000",18-Sep-13,GBP,Q2,South East,Cambridge,Combined arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25137374,360G-ACE-25137374,Seth Kriebel,The Unbuilt Room - Development and Promotion,"£12,380",18-Sep-13,GBP,Q2,South East,Brighton and Hove,Theatre,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25138220,360G-ACE-25138220,Nabil Ali,Portrait Of An Artist's Garden,"£7,500",18-Sep-13,GBP,Q2,South East,Colchester,Visual arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25106133,360G-ACE-25106133,Julia Thorneycroft,Breath:Taking and Frustra,"£8,785",18-Sep-13,GBP,Q2,South West,"Bristol, City of",Dance,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25129330,360G-ACE-25129330,Bristol International Jazz and Blues Festival,Bristol International Jazz and Blues Festival,"£15,000",18-Sep-13,GBP,Q2,South West,"Bristol, City of",Music,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25143850,360G-ACE-25143850,The Brass in Concert,Brass & Percussion Youth Workshops Tasters Youth Concerts,"£6,612",18-Sep-13,GBP,Q2,South West,Sedgemoor,Music,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25103245,360G-ACE-25103245,Kim Wiltshire,Project XXX,"£14,932",18-Sep-13,GBP,Q2,North,Trafford,Theatre,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25114192,360G-ACE-25114192,Ben Tagoe,The Fashanu Project (working title),"£13,936",18-Sep-13,GBP,Q2,North,Wakefield,Theatre,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25115170,360G-ACE-25115170,Sarah Faraday,Possessed,"£2,855",18-Sep-13,GBP,Q2,North,Kirklees,Visual arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25120129,360G-ACE-25120129,Manchester Victoria Baths Trust,Un Rest,"£15,000",18-Sep-13,GBP,Q2,North,Manchester,Combined arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25121904,360G-ACE-25121904,Threshfield Quarry Development Trust,Threshfield Quarry Public Art Commission,"£10,000",18-Sep-13,GBP,Q2,North,Craven,Visual arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25121979,360G-ACE-25121979,Hard Graft Theatre Company Limited,First Access to the Arts,"£11,262",18-Sep-13,GBP,Q2,North,Oldham,Not art form specific,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25122394,360G-ACE-25122394,Victoria Gray,Kinesthetic Universe,"£6,235",18-Sep-13,GBP,Q2,North,York,Visual arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25133468,360G-ACE-25133468,Wolfgang Weileder,Atlas: production and touring new work,"£14,870",18-Sep-13,GBP,Q2,North,Newcastle upon Tyne,Visual arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25135228,360G-ACE-25135228,Jonathan Best,Fenella (working title only),"£15,000",18-Sep-13,GBP,Q2,North,Kirklees,Music,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25137039,360G-ACE-25137039,Simon Bill,TARR - Artists who write novels in conversation,"£1,800",18-Sep-13,GBP,Q2,North,Sheffield,Not art form specific,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25137481,360G-ACE-25137481,Paul Scott,"The Spode Copper Plate Archive, an Exploration.","£14,850",18-Sep-13,GBP,Q2,North,Allerdale,Visual arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25137630,360G-ACE-25137630,Odd Doll Productions,Regional touring and organisational development,"£14,874",18-Sep-13,GBP,Q2,North,Leeds,Theatre,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25145138,360G-ACE-25145138,Benjamin Duvall,Ex-Easter Island Head Large Electric Ensemble tour,"£2,500",18-Sep-13,GBP,Q2,North,Liverpool,Music,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
24840472,360G-ACE-24840472,Little Green Pig Writing Project,Opening chapter - Little Green Pig,"£36,000",18-Sep-13,GBP,Q2,South East,Brighton and Hove,Literature,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
24860133,360G-ACE-24860133,Strange Cargo Arts Company,Cheriton Lights 2014,"£90,000",18-Sep-13,GBP,Q2,South East,Shepway,Visual arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
24793889,360G-ACE-24793889,Transport for Greater Manchester,Digital platforms at Bolton transport interchange,"£42,000",19-Sep-13,GBP,Q2,North,Manchester,Visual arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
24798176,360G-ACE-24798176,North Tyneside Council,Shimmer (2013),"£57,500",19-Sep-13,GBP,Q2,North,North Tyneside,Visual arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
24840560,360G-ACE-24840560,Thought Bubble,Regenerate (working title),"£25,900",19-Sep-13,GBP,Q2,North,Bradford,Literature,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25175386,360G-ACE-25175386,Devika Rao,Choreographic Development Ya Devi...,"£15,000",20-Sep-13,GBP,Q2,North,Leeds,Dance,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25168629,360G-ACE-25168629,Fused,Eye Candy Festival of Popular Visual Culture,"£15,000",23-Sep-13,GBP,Q2,Midlands,South Staffordshire,Visual arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25169408,360G-ACE-25169408,Craig Morrison,Thank you Alan Turing,"£15,000",23-Sep-13,GBP,Q2,Other,Other,Visual arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25171389,360G-ACE-25171389,Big Difference Company,"Singing, Wellbeing and Humour (working title)","£14,690",23-Sep-13,GBP,Q2,Midlands,Leicester,Music,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25148516,360G-ACE-25148516,Norfolk Contemporary Art Society,The Tourists,"£15,000",24-Sep-13,GBP,Q2,South East,South Norfolk,Visual arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25153845,360G-ACE-25153845,Brainfruit Limited,The Poetry Army,"£10,735",24-Sep-13,GBP,Q2,South East,Brighton and Hove,Literature,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25155419,360G-ACE-25155419,Bullpen Arts Centre (The),The Bullpen - Time with tools,"£9,050",24-Sep-13,GBP,Q2,South East,Vale of White Horse,Visual arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25155550,360G-ACE-25155550,StevensonThompson,Producer/Pilot Tour Scheme - More Please,"£12,000",24-Sep-13,GBP,Q2,South East,Canterbury,Dance,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25155756,360G-ACE-25155756,Divya Kasturi,R & D of Forgot Your Password(FYP),"£14,831",24-Sep-13,GBP,Q2,South East,Stevenage,Dance,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25158008,360G-ACE-25158008,Nicola Upson,Stanley and Elsie,"£14,250",24-Sep-13,GBP,Q2,South East,Cambridge,Literature,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25169468,360G-ACE-25169468,Parkside Federation,Mill Road Winter Fair Parade,"£14,999",24-Sep-13,GBP,Q2,South East,Cambridge,Combined arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25180409,360G-ACE-25180409,James Cousins,James Cousins research and development,"£13,171",24-Sep-13,GBP,Q2,South East,West Berkshire,Dance,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25180859,360G-ACE-25180859,Theo Clinkard,Ordinary Courage 2014,"£14,952",24-Sep-13,GBP,Q2,South East,Lewes,Dance,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25187484,360G-ACE-25187484,Three Streets Productions,FIJI LAND by Nick Gill,"£5,300",24-Sep-13,GBP,Q2,South East,Surrey Heath,Theatre,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25192689,360G-ACE-25192689,Daniel Locke,Helix exhibition,"£14,336",24-Sep-13,GBP,Q2,South East,Brighton and Hove,Visual arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25155518,360G-ACE-25155518,Wren Music,Pearl anniversary,"£14,080",24-Sep-13,GBP,Q2,South West,West Devon,Music,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25161341,360G-ACE-25161341,National Children's Orchestra of Great Britain,NCO Participation and Progression,"£14,400",24-Sep-13,GBP,Q2,South West,North Somerset,Music,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25169501,360G-ACE-25169501,Four of Swords,Jekyll & Hyde,"£3,976",24-Sep-13,GBP,Q2,South West,East Devon,Theatre,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25182062,360G-ACE-25182062,Mars Tarrab,The Lady's Not For Walking Like An Egyptian,"£14,090",24-Sep-13,GBP,Q2,South West,South Hams,Theatre,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25182358,360G-ACE-25182358,Pauline Morel,Gloriator,"£9,234",24-Sep-13,GBP,Q2,South West,"Bristol, City of",Theatre,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25183019,360G-ACE-25183019,Chris Redmond,Let The Pig Out,"£8,110",24-Sep-13,GBP,Q2,South West,South Somerset,Combined arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25148551,360G-ACE-25148551,Twhistle CIC,Pilot Graduate Scheme,"£14,300",25-Sep-13,GBP,Q2,North,Northumberland,Visual arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25155446,360G-ACE-25155446,John Leyland,Writing The Mermaid Letters,"£4,800",25-Sep-13,GBP,Q2,North,Manchester,Theatre,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25173386,360G-ACE-25173386,Switchflicker Productions,Is History,"£5,250",25-Sep-13,GBP,Q2,North,Manchester,Music,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25173449,360G-ACE-25173449,Rebecca Jameson,Love in the Time of Red Tape,"£14,991",25-Sep-13,GBP,Q2,North,Northumberland,Theatre,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25173951,360G-ACE-25173951,Sarah Evans,Secret Diaries,"£13,890",25-Sep-13,GBP,Q2,North,Trafford,Not art form specific,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25178625,360G-ACE-25178625,Activity Sheffield,Lets Dance Community Project,"£13,537",25-Sep-13,GBP,Q2,North,Sheffield,Dance,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25180811,360G-ACE-25180811,telltale,Petrification - Research and Development,"£9,686",25-Sep-13,GBP,Q2,North,South Tyneside,Theatre,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25180885,360G-ACE-25180885,Denise Kennedy,Bella: Queen of the Blackfriars Ring,"£14,850",25-Sep-13,GBP,Q2,North,Liverpool,Theatre,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25180905,360G-ACE-25180905,Stacey Coughlin,Floating Away - The Travelling Art Tent,"£4,139",25-Sep-13,GBP,Q2,North,Manchester,Visual arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25181250,360G-ACE-25181250,Grace Fool Collective,WE (spelt you & i),"£5,790",25-Sep-13,GBP,Q2,North,Leeds,Theatre,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25154941,360G-ACE-25154941,The Moving Theatre,The Keepers of Infinite Space,"£15,000",25-Sep-13,GBP,Q2,London,Newham,Theatre,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25155577,360G-ACE-25155577,Soothsayers,Cornel Campbell meets Soothsayers UK Tour,"£8,790",25-Sep-13,GBP,Q2,London,Lambeth,Music,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25155734,360G-ACE-25155734,Ed Thompson,The Unseen Project,"£9,210",25-Sep-13,GBP,Q2,London,Tower Hamlets,Visual arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25164702,360G-ACE-25164702,incloodu,Incloodu Festival,"£14,427",25-Sep-13,GBP,Q2,London,Tower Hamlets,Combined arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25165060,360G-ACE-25165060,Faction Theatre Productions Ltd,Rep Season 2014,"£15,000",25-Sep-13,GBP,Q2,London,Greenwich,Theatre,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25173854,360G-ACE-25173854,Blind Tiger Theatre Company,The Little Mermaid,"£14,700",25-Sep-13,GBP,Q2,London,Bexley,Theatre,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25177029,360G-ACE-25177029,Ben Cain,Down-Time,"£6,500",25-Sep-13,GBP,Q2,London,Waltham Forest,Visual arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25179813,360G-ACE-25179813,Spid Theatre Company,Living Past Play,"£13,171",25-Sep-13,GBP,Q2,London,Haringey,Theatre,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25181211,360G-ACE-25181211,Richard Stone,Developing my Practice,"£8,100",25-Sep-13,GBP,Q2,London,Islington,Visual arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25181409,360G-ACE-25181409,Anna Bas,The Walking Reading Group on Participation,"£9,640",25-Sep-13,GBP,Q2,London,Haringey,Combined arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25182934,360G-ACE-25182934,Paula David,Discovering British Caribbean Heritage,"£13,500",25-Sep-13,GBP,Q2,London,Waltham Forest,Theatre,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25182977,360G-ACE-25182977,Alke Schmidt,'Cotton Yarns' exhibition at William Morris Gallery,"£9,425",25-Sep-13,GBP,Q2,London,Waltham Forest,Visual arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25183080,360G-ACE-25183080,Arts Territory,Jazz and Experimental Music from Poland,"£15,000",25-Sep-13,GBP,Q2,London,Hackney,Music,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25201517,360G-ACE-25201517,Hattie Worboys, London - New Orleans Dance Exchange,"£8,890",25-Sep-13,GBP,Q2,London,Hackney,Dance,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25188486,360G-ACE-25188486,Untied Artists,"For Their Own Good, National Tour","£13,600",30-Sep-13,GBP,Q2,Midlands,Birmingham,Theatre,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25192598,360G-ACE-25192598,Bernadette Maguire,Singing the Unspoken,"£8,000",30-Sep-13,GBP,Q2,Midlands,Birmingham,Music,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25199087,360G-ACE-25199087,Dinis Machado,Black Cats Can See In The Dark But Are Not Seen,"£10,366",30-Sep-13,GBP,Q2,Other,Other,Dance,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25201292,360G-ACE-25201292,Rosie Kay Dance Company,Training Programme,"£15,000",30-Sep-13,GBP,Q2,Midlands,Birmingham,Not art form specific,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25218484,360G-ACE-25218484,Christopher Dunkley,The Pavillion,"£11,300",30-Sep-13,GBP,Q2,Midlands,East Northamptonshire,Theatre,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25256163,360G-ACE-25256163,National Dance Company Wales,Live Music by Julian Warburton,"£4,000",30-Sep-13,GBP,Q2,Other,Other,Combined arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25264382,360G-ACE-25264382,Stuart Layton,Kill Your Television,"£4,828",30-Sep-13,GBP,Q2,Midlands,Malvern Hills,Visual arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25264889,360G-ACE-25264889,Jane Packman Company,The Wake - Bradford 2013,"£15,000",30-Sep-13,GBP,Q2,Midlands,Birmingham,Theatre,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25264915,360G-ACE-25264915,Subhash Viman,Metamorphosis,"£14,390",30-Sep-13,GBP,Q2,Midlands,Leicester,Dance,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
24911425,360G-ACE-24911425,Essex Cultural Diversity Project,Creative Diversity Hubs,"£125,000",30-Sep-13,GBP,Q2,South East,Chelmsford,Combined arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
24992860,360G-ACE-24992860,Kent County Council,The Rise of Maidstone United (Libraries Fund),"£65,700",30-Sep-13,GBP,Q2,South East,Maidstone,Combined arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
24922423,360G-ACE-24922423,Centre for Contemporary Art and the Natural World,Soil Culture residencies and touring exhibition,"£49,000",01-Oct-13,GBP,Q3,South West,Exeter,Visual arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
24926714,360G-ACE-24926714,LiNX Christian Youth Trust,Museum of Happy,"£47,447",01-Oct-13,GBP,Q3,South West,Torbay,Visual arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
24932415,360G-ACE-24932415,Animated Exeter Ltd,Animated Exeter 2014 - More than Zero,"£46,700",01-Oct-13,GBP,Q3,South West,Exeter,Visual arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
24919349,360G-ACE-24919349,Informal,Floodtide: Stream,"£23,886",01-Oct-13,GBP,Q3,London,Lambeth,Music,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
24940133,360G-ACE-24940133,Two's Company,What The Women Did,"£28,511",01-Oct-13,GBP,Q3,London,Southwark,Theatre,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
24981603,360G-ACE-24981603,Lambeth Music Service,BrightSparks Music Education Concerts (Music Hubs),"£99,000",01-Oct-13,GBP,Q3,London,Lambeth,Music,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25155467,360G-ACE-25155467,Power To The Pixel Ltd,The Cross-Media Forum 2013,"£30,000",01-Oct-13,GBP,Q3,London,Westminster,Not art form specific,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25192191,360G-ACE-25192191,Belinda Lazenby,Grandma Remember Me,"£11,440",01-Oct-13,GBP,Q3,South West,Cornwall,Not art form specific,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
