Ref No,Identifier,Recipient Org:Name,Title,Amount Awarded,Award Date,Currency,Decision quarter,Area,Beneficiary Location:Name,Description,Funding Org:Identifier,Funding Org:Name,Grant Programme:Title,Data Source,Last modified
26010854,360G-ACE-26010854,VITRINE,Sculpture at Bermondsey Square (SABS),"£18,488",18-Mar-14,GBP,Q4,London,Southwark,Visual arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
26096472,360G-ACE-26096472,]performancespace[,Performance Art Faction,"£67,168",18-Mar-14,GBP,Q4,London,Tower Hamlets,Visual arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
25987940,360G-ACE-25987940,Dorset County Council,Moving On (The Remix),"£82,645",18-Mar-14,GBP,Q4,South West,West Dorset,Combined arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
26033268,360G-ACE-26033268,Totnes FM,South Devon Arts Centre,"£80,000",18-Mar-14,GBP,Q4,South West,South Hams,Combined arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
26047199,360G-ACE-26047199,Ella Huhne,Landance in 2014,"£49,219",18-Mar-14,GBP,Q4,South West,East Devon,Dance,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
26314613,360G-ACE-26314613,Thomas Duggan,Workshop Studio for Reverse Engineered Silk,"£1,263",18-Mar-14,GBP,Q4,South West,East Devon,Visual arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
26321136,360G-ACE-26321136,Mind Your Music,Pump up the Volume!,"£10,700",18-Mar-14,GBP,Q4,South West,"Bristol, City of",Music,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
26321268,360G-ACE-26321268,Jolyon Laycock,Dark Seas,"£1,800",18-Mar-14,GBP,Q4,South West,Bath and North East Somerset,Music,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
26323853,360G-ACE-26323853,Howard Hardiman,Badger's Day Out,"£13,010",18-Mar-14,GBP,Q4,South West,Isle of Wight,Literature,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
26323989,360G-ACE-26323989,ReadWell,A Literature Festival for children in hospital,"£12,360",18-Mar-14,GBP,Q4,South West,Stroud,Literature,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
26326993,360G-ACE-26326993,Katy Carmichael,The Bristol Street Art musical (working title),"£14,830",18-Mar-14,GBP,Q4,South West,"Bristol, City of",Theatre,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
26341123,360G-ACE-26341123,The National Inclusive Dance Network,Development of National Action Plan,"£14,930",18-Mar-14,GBP,Q4,South West,Gloucester,Dance,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
26342896,360G-ACE-26342896,Saikat Ahamed,The Tiger and the Moustache 2014 Tour,"£5,570",18-Mar-14,GBP,Q4,South West,"Bristol, City of",Theatre,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
26347944,360G-ACE-26347944,Nourish Festival,Nourish Festival,"£7,490",18-Mar-14,GBP,Q4,South West,Teignbridge,Combined arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
26350038,360G-ACE-26350038,GingerFred Studio CIC,Moving Up,"£11,000",18-Mar-14,GBP,Q4,South West,South Somerset,Dance,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
26351347,360G-ACE-26351347,Four of Swords,Macbeth,"£7,856",18-Mar-14,GBP,Q4,South West,East Devon,Theatre,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
26356249,360G-ACE-26356249,Boomtown Festival,Boomtown Carnival,"£15,000",18-Mar-14,GBP,Q4,South West,"Bristol, City of",Combined arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
26362562,360G-ACE-26362562,Changing Tunes,Changing Tunes' post-release programme,"£15,000",18-Mar-14,GBP,Q4,South West,"Bristol, City of",Music,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
26363105,360G-ACE-26363105,Tessa Bide,Development of Arnold's Big Adventure,"£14,927",18-Mar-14,GBP,Q4,South West,"Bristol, City of",Theatre,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
26372490,360G-ACE-26372490,Nettie Edwards,Hotus Lucis (Garden of Light),"£4,206",18-Mar-14,GBP,Q4,South West,Cheltenham,Visual arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
26373744,360G-ACE-26373744,The MolinoGroup,DESERT by the MolinoGroup: Spring theatre tour 2014,"£9,071",18-Mar-14,GBP,Q4,South West,Plymouth,Theatre,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
26377411,360G-ACE-26377411,Tom Marshman,A Place in the Sun - a new combined arts project,"£14,605",18-Mar-14,GBP,Q4,South West,"Bristol, City of",Theatre,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
26395590,360G-ACE-26395590,James Ginzburg,Emptyset Sound Sculpture Project,"£7,500",18-Mar-14,GBP,Q4,South West,"Bristol, City of",Combined arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
26403978,360G-ACE-26403978,Linda Brothwell,Research & Development - Acts of Care,"£4,800",18-Mar-14,GBP,Q4,South West,"Bristol, City of",Visual arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
26404838,360G-ACE-26404838,South West Artwork CIC,States of Disorder,"£3,500",18-Mar-14,GBP,Q4,South West,Weymouth and Portland,Visual arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
26404955,360G-ACE-26404955,Susan Hughes,"Remembrance of difference, deficit and separation","£1,670",18-Mar-14,GBP,Q4,South West,Weymouth and Portland,Visual arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
26405181,360G-ACE-26405181,Teresa Driscoll,WRITERS' WORKSHOP: Short stories,"£3,110",18-Mar-14,GBP,Q4,South West,South Hams,Literature,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
26417709,360G-ACE-26417709,Exim Dance Company CIC,ImPACT,"£16,243",18-Mar-14,GBP,Q4,South West,Plymouth,Dance,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
26420283,360G-ACE-26420283,Platform 4,Talent Development Twelfth Night Project and Tour.,"£14,500",18-Mar-14,GBP,Q4,South West,Winchester,Theatre,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
26420342,360G-ACE-26420342,Paula Knight,The Facts of Life (working title),"£6,622",18-Mar-14,GBP,Q4,South West,"Bristol, City of",Visual arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
26034653,360G-ACE-26034653,Birmingham City University,Art Market Development West Midlands,"£165,450",19-Mar-14,GBP,Q4,Midlands,Birmingham,Not art form specific,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
26069138,360G-ACE-26069138,Simmer Down Festivals,Simmer Down Festival 2014 (20/07/2014),"£29,850",19-Mar-14,GBP,Q4,Midlands,Birmingham,Combined arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
26311296,360G-ACE-26311296,Creative Futures,Tight Modern Reaches Out!,"£9,956",19-Mar-14,GBP,Q4,South East,Brighton and Hove,Visual arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
26313450,360G-ACE-26313450,Artventure Trust Ltd.,"Community Mural at the Electric Theatre, Guildford","£6,500",19-Mar-14,GBP,Q4,South East,Guildford,Visual arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
26318930,360G-ACE-26318930,Association Cybèle,A diep and new heaven,"£15,000",19-Mar-14,GBP,Q4,South East,Brighton and Hove,Visual arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
26321034,360G-ACE-26321034,fEast Theatre,The Canada Boys Spring Tour 2014,"£2,185",19-Mar-14,GBP,Q4,South East,North Norfolk,Theatre,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
26322008,360G-ACE-26322008,Gulbenkian Theatre,bOing! a festival for children and their families,"£14,500",19-Mar-14,GBP,Q4,South East,Canterbury,Combined arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
26328039,360G-ACE-26328039,Margaret Collins,South Essex Bluegrass and Roots Festival,"£7,500",19-Mar-14,GBP,Q4,South East,Brentwood,Music,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
26329871,360G-ACE-26329871,Peppery Productions,Global Rhythm 2014,"£9,040",19-Mar-14,GBP,Q4,South East,Ipswich,Music,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
26329972,360G-ACE-26329972,Charles Linehan,My Mother's Tears & The Noise and The Signal - R&D,"£14,965",19-Mar-14,GBP,Q4,South East,Brighton and Hove,Dance,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
26333730,360G-ACE-26333730,Rachel Champion,The Lost Room (Research and Development),"£9,989",19-Mar-14,GBP,Q4,South East,Adur,Combined arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
26333930,360G-ACE-26333930,Annie Lok,Metaphors we live by (MWLB),"£15,000",19-Mar-14,GBP,Q4,South East,Epping Forest,Combined arts,360G-ACE,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09T00:00:00Z
