Ref No,Identifier,Recipient Org:Name,Title,Amount Awarded,Currency,Award Date,Decision quarter,Area,Beneficiary Location:Name,Main art form,Funding Org:Identifier,Funding Org:Name,Grant Programme:Title,Data Source,Last modified
25812286,360G-ACE-25812286,Elisabeth Charis,Urban Earth I,5386,GBP,2013-12-16,Q3,Midlands,Birmingham,Combined arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25813116,360G-ACE-25813116,Bella Hardy,Bella Hardy - Thirty for 30,14249,GBP,2013-12-16,Q3,Midlands,High Peak,Music,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25813393,360G-ACE-25813393,Jennifer Duffin,Birmingham Loves Photographers Programmed Events,10637,GBP,2013-12-16,Q3,Midlands,Birmingham,Visual arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25813776,360G-ACE-25813776,SITP,Acceptance,14900,GBP,2013-12-16,Q3,Midlands,Stafford,Visual arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25508509,360G-ACE-25508509,East Lindsey District Council,SO Festival 2014,150000,GBP,2013-12-16,Q3,Midlands,East Lindsey,Combined arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25526623,360G-ACE-25526623,Shropshire Council,WW1 Shropshire - The Pity of War,99067,GBP,2013-12-16,Q3,Midlands,Shropshire,Combined arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25559747,360G-ACE-25559747,Lincoln Diocesan Trust & Board of Finance Ltd,Altered Two,32500,GBP,2013-12-16,Q3,Midlands,Lincoln,Visual arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25534661,360G-ACE-25534661,Aylesbury Vale District Council,Paralympic Heritage Flame Lighting,155000,GBP,2013-12-16,Q3,South East,Aylesbury Vale,Combined arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25590231,360G-ACE-25590231,Victoria Melody,Hair Peace R&D and National tour of Major Tom,24899,GBP,2013-12-16,Q3,South East,Brighton and Hove,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25631105,360G-ACE-25631105,Second Hand Dance,Dad Dancing,28754,GBP,2013-12-16,Q3,South East,Epsom and Ewell,Dance,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25668185,360G-ACE-25668185,Environment Agency,Broomhill Sands Arts Intervention,35711,GBP,2013-12-16,Q3,South East,Worthing,Visual arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25418251,360G-ACE-25418251,Young Opera Venture,Org' dev' & R&D for opera production & tour,25000,GBP,2013-12-17,Q3,North,Leeds,Music,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25486746,360G-ACE-25486746,Waters Edge,Organisational Development,28772,GBP,2013-12-17,Q3,North,Manchester,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25576715,360G-ACE-25576715,Manchester City Galleries,Joana Vasconcelos,60000,GBP,2013-12-17,Q3,North,Manchester,Visual arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25596406,360G-ACE-25596406,Split Festival Ltd,Split Festival,75000,GBP,2013-12-17,Q3,North,Sunderland,Music,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25596988,360G-ACE-25596988,Gary Kitching,New theatre production of a play THE READING,28096,GBP,2013-12-17,Q3,North,Newcastle upon Tyne,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25620509,360G-ACE-25620509,Museums Sheffield,Drawing the Summer,31500,GBP,2013-12-17,Q3,North,Sheffield,Visual arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25631196,360G-ACE-25631196,PopUp Initiative,The NewBridge Project,59413,GBP,2013-12-17,Q3,North,Newcastle upon Tyne,Visual arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25466970,360G-ACE-25466970,Art and Power (Community Arts Projects) Limited,The Creative Development Programme,95000,GBP,2013-12-18,Q3,South West,"Bristol, City of",Combined arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25505252,360G-ACE-25505252,Creative Somerset,"collaborate, communicate, create and sustain",67495,GBP,2013-12-18,Q3,South West,South Somerset,Not art form specific,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25544080,360G-ACE-25544080,Naked Guides Ltd trading as Tangent Books,Word of Mouth & Blahblahblah,36130,GBP,2013-12-18,Q3,South West,"Bristol, City of",Literature,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25607601,360G-ACE-25607601,Durnovaria Silver Band Trust Ltd,Purchase of the former Fordington Methodist Church,30000,GBP,2013-12-18,Q3,South West,West Dorset,Music,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25697030,360G-ACE-25697030,Lyme Regis Development Trust,Acoustic Panelling @ The Hub,9046,GBP,2013-12-18,Q3,South West,West Dorset,Music,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25702232,360G-ACE-25702232,bloomin'arts,Strategic thinking  and development of Bloomin'Arts,12366,GBP,2013-12-18,Q3,South East,Tandridge,Combined arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25707510,360G-ACE-25707510,Robert Lloyd Parry,The Time Machine,10789,GBP,2013-12-18,Q3,South East,South Cambridgeshire,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25726522,360G-ACE-25726522,Julien Masson,"Shape-Shifter, MOCAP Research & Development",5434,GBP,2013-12-18,Q3,South West,Eastleigh,Visual arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25711323,360G-ACE-25711323,Jamie Gledhill,Early stage career artist development,6038,GBP,2013-12-18,Q3,South East,Colchester,Visual arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25728812,360G-ACE-25728812,Lynne Blackwood,Initial Professional Development as a Writer,17324,GBP,2013-12-18,Q3,South West,Portsmouth,Literature,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25714122,360G-ACE-25714122,The Original Theatre Company,The Birdsong Project,11620,GBP,2013-12-18,Q3,South East,St Edmundsbury,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25729275,360G-ACE-25729275,Stephanie Bengry-Howell,Industri us,9048,GBP,2013-12-18,Q3,South West,Bath and North East Somerset,Visual arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25718689,360G-ACE-25718689,Office of Contemporary Chinese Art,Life Drawing,8086,GBP,2013-12-18,Q3,South East,West Oxfordshire,Visual arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25752106,360G-ACE-25752106,Rachel Dobbs,Picture In The Paper,14955,GBP,2013-12-18,Q3,South West,Cornwall,Visual arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25720437,360G-ACE-25720437,ArtsEdge Productions,The Adventures of Unexpected Places R&D,13750,GBP,2013-12-18,Q3,South East,Tunbridge Wells,Combined arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25764030,360G-ACE-25764030,Toozalii Community Arts,World's Eye,15000,GBP,2013-12-18,Q3,South West,Wiltshire,Combined arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25729099,360G-ACE-25729099,Claque Theatre,The Empty Gallery,14500,GBP,2013-12-18,Q3,South East,Tunbridge Wells,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25768007,360G-ACE-25768007,fRoots Magazine,BRIDGES,14350,GBP,2013-12-18,Q3,South West,"Bristol, City of",Music,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25734735,360G-ACE-25734735,SWEET ARTS,The First Cuppa!,15000,GBP,2013-12-18,Q3,South East,Norwich,Visual arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25771260,360G-ACE-25771260,Jill Carter,CURIOUS NARRATIVES,14315,GBP,2013-12-18,Q3,South West,Wiltshire,Visual arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25738093,360G-ACE-25738093,Concert Theatre,The Rite of Spring/ Romeo and Juliet,14963,GBP,2013-12-18,Q3,South East,Cambridge,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25775482,360G-ACE-25775482,NuNu Theatre Company,Billie Killer,6641,GBP,2013-12-18,Q3,South West,"Bristol, City of",Not art form specific,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25750081,360G-ACE-25750081,Abby Butcher,Research and development for The Thirty-Six,8975,GBP,2013-12-18,Q3,South East,Brighton and Hove,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25796881,360G-ACE-25796881,Bristol Ensemble,Northern Lights,15000,GBP,2013-12-18,Q3,South West,"Bristol, City of",Music,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25752133,360G-ACE-25752133,Brand New Start,Write Start,10000,GBP,2013-12-18,Q3,South East,Vale of White Horse,Literature,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25810604,360G-ACE-25810604,"SPUD (Space, Placemaking + Urban Design)",Organisational Development and Change,9800,GBP,2013-12-18,Q3,South West,Winchester,Visual arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25752454,360G-ACE-25752454,leys cdi,herstory,8360,GBP,2013-12-18,Q3,South East,Oxford,Literature,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25762577,360G-ACE-25762577,Every Day,The Love Project 2014 Tour,15000,GBP,2013-12-18,Q3,South East,Rochford,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25795635,360G-ACE-25795635,Unpacked Theatre Company,Gentle Johnny R&D 2014,7950,GBP,2013-12-18,Q3,South East,Brighton and Hove,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25809197,360G-ACE-25809197,Jean Abreu Dance,Research and Development for New Work - (A)Thread,14990,GBP,2013-12-18,Q3,South East,Luton,Dance,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25811433,360G-ACE-25811433,Hannah Jane Walker and Chris Thorpe,I Wish I Was Lonely - UK Tour,15000,GBP,2013-12-18,Q3,South East,Uttlesford,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25702009,360G-ACE-25702009,Tender Buttons Ltd,Sounds & Guts,14925,GBP,2013-12-18,Q3,North,Newcastle upon Tyne,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25702057,360G-ACE-25702057,AniMotion,The AniMotion Show,14520,GBP,2013-12-18,Q3,Other,Other,Combined arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25706709,360G-ACE-25706709,Rachel Birch,FRESH North East,14130,GBP,2013-12-18,Q3,North,Newcastle upon Tyne,Dance,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25710692,360G-ACE-25710692,The Flanagan Collective,BABYLON - Initial Tour,14600,GBP,2013-12-18,Q3,North,Hambleton,Music,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25711146,360G-ACE-25711146,VADA LGBTQ Community Theatre Company,To Russia With Love,11000,GBP,2013-12-18,Q3,North,Manchester,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25711441,360G-ACE-25711441,Stephen Summers,Noisy Toys Interactive Installation,14400,GBP,2013-12-18,Q3,North,Stockport,Combined arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25717095,360G-ACE-25717095,Leeds City Art Gallery,Beyond the Pose : Bruce McLean,14970,GBP,2013-12-18,Q3,North,Leeds,Visual arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25724794,360G-ACE-25724794,Anna Barker,The Insect Man,6000,GBP,2013-12-18,Q3,North,County Durham,Literature,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25727966,360G-ACE-25727966,Jo Verrent,Take Me To Bed,17000,GBP,2013-12-18,Q3,North,Bradford,Dance,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25728518,360G-ACE-25728518,Festival of Firsts,Wirral Festival of Firsts 2014,12500,GBP,2013-12-18,Q3,North,Wirral,Combined arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25728616,360G-ACE-25728616,Nick Kennedy,"Chance Finds Us residency, exhibition, publication",14765,GBP,2013-12-18,Q3,North,Newcastle upon Tyne,Visual arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25734668,360G-ACE-25734668,LOOK,"Research and Development, LOOK/15",15000,GBP,2013-12-18,Q3,North,Liverpool,Visual arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25737986,360G-ACE-25737986,Rodewald Concert Society,Oboe Quintet Commission Performance,5000,GBP,2013-12-18,Q3,North,Liverpool,Music,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25743898,360G-ACE-25743898,The Future,The Future,15000,GBP,2013-12-18,Q3,North,Manchester,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25752428,360G-ACE-25752428,Debbie Waistell,Celtic Christmas (working title),4692,GBP,2013-12-18,Q3,North,Hambleton,Dance,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
