Ref No,Identifier,Recipient Org:Name,Title,Amount Awarded,Currency,Award Date,Decision quarter,Area,Beneficiary Location:Name,Main art form,Funding Org:Identifier,Funding Org:Name,Grant Programme:Title,Data Source,Last modified
25549085,360G-ACE-25549085,Suzie Birchwood,Double Bill by Arc Dance,29000,GBP,2013-12-09,Q3,South East,St Albans,Dance,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25441432,360G-ACE-25441432,Institute of Composing/Club Inegales,A new ecology for new music,49700,GBP,2013-12-10,Q3,London,Hillingdon,Music,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25475419,360G-ACE-25475419,World Heart Beat Music Academy,Cascade Talent Development Programme,99800,GBP,2013-12-10,Q3,London,Wandsworth,Music,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25493181,360G-ACE-25493181,HeadSpaceDance,HeadSpaceDance new programme and tour 2014,30880,GBP,2013-12-10,Q3,London,Kingston upon Thames,Dance,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25513620,360G-ACE-25513620,The Yard Theatre Ltd,Organisational Development of The Yard Theatre,60000,GBP,2013-12-10,Q3,London,Tower Hamlets,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25516221,360G-ACE-25516221,Wandsworth Borough Council,New commissions for Wandsworth Arts Festival 2014,35000,GBP,2013-12-10,Q3,London,Wandsworth,Combined arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25524477,360G-ACE-25524477,Camden People's Theatre,CPT@20,37520,GBP,2013-12-10,Q3,London,Camden,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25530505,360G-ACE-25530505,Asia House,2014 Asia House Festival of Asian Literature,25850,GBP,2013-12-10,Q3,London,Westminster,Literature,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25545381,360G-ACE-25545381,Enitharmon Press,One-year publishing programme,75910,GBP,2013-12-10,Q3,London,Camden,Literature,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25549670,360G-ACE-25549670,Mama Quilla Productions,THE SINGING STONES,49738,GBP,2013-12-10,Q3,London,Wandsworth,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25550303,360G-ACE-25550303,Theatre503,Organisational Development 2014,41393,GBP,2013-12-10,Q3,London,Wandsworth,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25418818,360G-ACE-25418818,Nottingham Writers' Studio,Nottingham Writers' Studio 2014-2016,65077,GBP,2013-12-10,Q3,Midlands,Nottingham,Literature,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25423260,360G-ACE-25423260,Fishmarket,Northampton Multiverse,65000,GBP,2013-12-10,Q3,Midlands,Northampton,Visual arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25430659,360G-ACE-25430659,Derwent Valley Mills World Heritage Site,Derwent Pulse,135000,GBP,2013-12-10,Q3,Midlands,Derbyshire Dales,Combined arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25667923,360G-ACE-25667923,Exmouth Town Council,Exmouth Festival 2014,11900,GBP,2013-12-10,Q3,South West,East Devon,Combined arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25668748,360G-ACE-25668748,Compass Film CIC,The Caligari Experience,14292,GBP,2013-12-10,Q3,South West,"Bristol, City of",Combined arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25669278,360G-ACE-25669278,Susan Kinley,Research and Development for new exhibition work,14875,GBP,2013-12-10,Q3,South West,Cornwall,Visual arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25669343,360G-ACE-25669343,University of Winchester,Playing for Time Theatre Company Prison Theatre WW1,11600,GBP,2013-12-10,Q3,South West,Winchester,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25671187,360G-ACE-25671187,Still House,Ours Was the Fen Country Spring 2014 tour,14984,GBP,2013-12-10,Q3,South West,"Bristol, City of",Dance,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25672200,360G-ACE-25672200,Tessa Bide,Research and Development of Arnold's Big Adventure,6955,GBP,2013-12-10,Q3,South West,"Bristol, City of",Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25673634,360G-ACE-25673634,Andy Williamson,I Got Gershwin - A new Jazz Oratorio,11060,GBP,2013-12-10,Q3,South West,Teignbridge,Music,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25676182,360G-ACE-25676182,Mean Feet Dance,One Step Forward Dance and Mental Health programme,15418,GBP,2013-12-10,Q3,South West,Mendip,Dance,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25676894,360G-ACE-25676894,Promenade Promotions (Prom-Prom) Limited,The Raree Man & Peepshow,14500,GBP,2013-12-10,Q3,North,Bradford,Combined arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25669052,360G-ACE-25669052,Stuart Alexander,Crimplene Millionaire theatre show R&D,13478,GBP,2013-12-11,Q3,South East,Brighton and Hove,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25669671,360G-ACE-25669671,"Rude Mechanical Theatre Co, The",The Lighthouse Keeper's Cat,10000,GBP,2013-12-11,Q3,South East,Eastbourne,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25669808,360G-ACE-25669808,Lewis Gibson,The Day I Fell Into a Book,15000,GBP,2013-12-11,Q3,South East,Worthing,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25670055,360G-ACE-25670055,Buckinghamshire County Council,Fire Flight,14000,GBP,2013-12-11,Q3,South East,Aylesbury Vale,Combined arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25670497,360G-ACE-25670497,Metis Arts,"World Factory, Interim Development",14999,GBP,2013-12-11,Q3,South East,Cambridge,Combined arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25672240,360G-ACE-25672240,"Royal Holloway, University Of London",Science Alternative Village Fete,11000,GBP,2013-12-11,Q3,South East,Runnymede,Combined arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25676417,360G-ACE-25676417,Lucy Hutson,If you want bigger... / Brittney spears custody..,13694,GBP,2013-12-11,Q3,South East,Colchester,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25676464,360G-ACE-25676464,Byron Vincent,Talk About Something You Like,14420,GBP,2013-12-11,Q3,South East,Waveney,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25676780,360G-ACE-25676780,Sian Webber, Research and developement on TROUBLES SEEN,7685,GBP,2013-12-11,Q3,South East,Brighton and Hove,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25685294,360G-ACE-25685294,Nabokov Ltd,nabokov at VAULT festival 2014,15000,GBP,2013-12-11,Q3,South East,Watford,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25685480,360G-ACE-25685480,Ian Morgan,Fragments of Clay - Performance,13000,GBP,2013-12-11,Q3,South East,Wealden,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25688714,360G-ACE-25688714,The Merry Opera Company,Project Finale 2014,8301,GBP,2013-12-11,Q3,South East,Sevenoaks,Music,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25689799,360G-ACE-25689799,Cowley Road Works,CUSP:  Creative Underground Signposting Project,15000,GBP,2013-12-11,Q3,South East,Oxford,Combined arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25690640,360G-ACE-25690640,Hannah De Cancho,'Every Grain' A Tap Dance performance piece,15000,GBP,2013-12-11,Q3,South East,Cherwell,Dance,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25391917,360G-ACE-25391917,Skimstone Performance Company Ltd,"Investing in quality, opening up opportunity.",33350,GBP,2013-12-11,Q3,North,Newcastle upon Tyne,Combined arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25463259,360G-ACE-25463259,Arts Centre Washington,Sunderland Stages,39459,GBP,2013-12-11,Q3,North,Sunderland,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25467756,360G-ACE-25467756,Tmesis Theatre,Physical Fest International Festival and R & D,61946,GBP,2013-12-11,Q3,North,Liverpool,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25497298,360G-ACE-25497298,Sound City (Liverpool),Liverpool Sound City 2014 transformational change,97000,GBP,2013-12-11,Q3,North,Liverpool,Music,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25552771,360G-ACE-25552771,Square Peg Theatre,Icarus,23193,GBP,2013-12-11,Q3,North,Manchester,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25667549,360G-ACE-25667549,Fylde Borough Council,Reach,12000,GBP,2013-12-11,Q3,North,Fylde,Visual arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25668884,360G-ACE-25668884,Jenny Harris,Bicylcism - Leeds on Two Wheels,6000,GBP,2013-12-11,Q3,North,Bradford,Combined arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25669835,360G-ACE-25669835,Sean Linnen,Trainee Artistic Directorship,15000,GBP,2013-12-11,Q3,North,Trafford,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25670727,360G-ACE-25670727,Stephen Tomlinson,Art project for Children's Services Dept,8930,GBP,2013-12-11,Q3,North,Hambleton,Visual arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25673377,360G-ACE-25673377,Merseyside Arts Foundation,Young Persons' Arts Film Development Project 2014,14400,GBP,2013-12-11,Q3,North,Liverpool,Visual arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25676823,360G-ACE-25676823,Merseyside Arts Theatre and Education,Grace and the Sea,13946,GBP,2013-12-11,Q3,North,Knowsley,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25688740,360G-ACE-25688740,Sound City (Liverpool),New York Sound City 2014,14663,GBP,2013-12-11,Q3,North,Liverpool,Music,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25391063,360G-ACE-25391063,University of Exeter,exetreme imagination 2014,67736,GBP,2013-12-11,Q3,South West,Exeter,Literature,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25411091,360G-ACE-25411091,Actiontrack Performance Company Ltd,The Whiteball Tunnel Project,47950,GBP,2013-12-11,Q3,South West,Taunton Deane,Combined arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25445544,360G-ACE-25445544,Bristol Music Trust,Bristol New Music Festival,75000,GBP,2013-12-11,Q3,South West,"Bristol, City of",Music,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25447315,360G-ACE-25447315,Bristol City Council,Artists and Bristol 2014,55000,GBP,2013-12-11,Q3,South West,"Bristol, City of",Not art form specific,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25452424,360G-ACE-25452424,Gloucester Cathedral,Crucible 2,47873,GBP,2013-12-11,Q3,South West,Gloucester,Visual arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25639033,360G-ACE-25639033,Vicky Graham Productions,PANGAEA: Research & Development,10029,GBP,2013-12-11,Q3,London,Westminster,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25639069,360G-ACE-25639069,Vicky Graham Productions,HOUSE OF BLAKEWELL: Research & Development,10639,GBP,2013-12-11,Q3,London,Westminster,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25666793,360G-ACE-25666793,Cindy Claes,Dancehall Theatre-New audiences and empower artists,14181,GBP,2013-12-11,Q3,London,Southwark,Dance,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25666844,360G-ACE-25666844,Jessica Burgess,Fucking Outside the Box,1000,GBP,2013-12-11,Q3,London,Wandsworth,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25668108,360G-ACE-25668108,Matt Roberts Arts,Open Forum 2014,8455,GBP,2013-12-11,Q3,London,Tower Hamlets,Visual arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25668320,360G-ACE-25668320,Arbonauts,The Desire Machine,7488,GBP,2013-12-11,Q3,London,Southwark,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25668704,360G-ACE-25668704,Yorke Dance Project,Robert Cohan Mentorship for Interface,14300,GBP,2013-12-11,Q3,London,Richmond upon Thames,Dance,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25668840,360G-ACE-25668840,UpClose Productions London,THE YOUNG WIFE & DIDO AND AENEAS,12295,GBP,2013-12-11,Q3,London,Islington,Music,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25670423,360G-ACE-25670423,Cindie Cheung, 'talk & teeth' - a new body of work and crit group,4715,GBP,2013-12-11,Q3,London,Lewisham,Visual arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25670464,360G-ACE-25670464,XAP,The Psychotropic House,6800,GBP,2013-12-11,Q3,London,Haringey,Combined arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25671297,360G-ACE-25671297,Lydia Syson,Liberty's Fire (LF),13640,GBP,2013-12-11,Q3,London,Southwark,Literature,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25671881,360G-ACE-25671881,Harriette Ashcroft,In The Shed,14500,GBP,2013-12-11,Q3,London,Islington,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25672490,360G-ACE-25672490,Tamar Yoseloff,Hercules Editions / publication Heart Archives,2200,GBP,2013-12-11,Q3,London,Lambeth,Combined arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25672668,360G-ACE-25672668,A Younger Theatre,Incoming Festival,15000,GBP,2013-12-11,Q3,London,Lambeth,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25673481,360G-ACE-25673481,The National Orchestra for All,NOFA AND FRIENDS,13000,GBP,2013-12-11,Q3,London,Islington,Music,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25674402,360G-ACE-25674402,World Book Day,Storycraft,15000,GBP,2013-12-11,Q3,London,Westminster,Literature,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25687010,360G-ACE-25687010,Tom Searle,Each of Us by Ben Moor - London Tour,5190,GBP,2013-12-11,Q3,London,Southwark,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25688005,360G-ACE-25688005,Angelica Entertainments Ltd,'slap' immersive r&d,14700,GBP,2013-12-11,Q3,London,Southwark,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25760216,360G-ACE-25760216,Penned in the Margins,The Shroud,14905,GBP,2013-12-11,Q3,London,Tower Hamlets,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25377188,360G-ACE-25377188,Okeanos,Tokaido Road: a Journey after Hiroshige,75823,GBP,2013-12-12,Q3,North,Manchester,Music,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25441347,360G-ACE-25441347,Mickael Riviere,The Duet Project,23922,GBP,2013-12-12,Q3,Midlands,Northampton,Combined arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25454619,360G-ACE-25454619,Nabokov Ltd,"INCOGNITO, a new play by Nick Payne",35500,GBP,2013-12-12,Q3,South East,Watford,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25471194,360G-ACE-25471194,Regent's Park Open Air Theatre,To Kill A Mockingbird,80000,GBP,2013-12-12,Q3,London,Westminster,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25482707,360G-ACE-25482707,ILUVLIVE,56 ILUVLIVE events & Artist Development for 2 acts,60964,GBP,2013-12-12,Q3,London,Lambeth,Music,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25509424,360G-ACE-25509424,Alexander Whitley,The Measures Taken - Creation & Touring,89955,GBP,2013-12-12,Q3,London,Hackney,Dance,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25549180,360G-ACE-25549180,Forestry Commission,Jerwood Open Forest Commission,42000,GBP,2013-12-12,Q3,South West,South Gloucestershire,Combined arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25555159,360G-ACE-25555159,"Prodigal Theatre Company, The",UPG Team Consolidation & Strategic Tour,44100,GBP,2013-12-12,Q3,South East,Brighton and Hove,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25591609,360G-ACE-25591609,Bamboozle Theatre Company Limited,Jack and the Flumflum Tree,49918,GBP,2013-12-12,Q3,Midlands,Leicester,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25598634,360G-ACE-25598634,Helen Chadwick Song Theatre,War Correspondents,49988,GBP,2013-12-12,Q3,London,Hackney,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25610818,360G-ACE-25610818,New Adventures Limited,Edward Scissorhands and The Car Man,785484,GBP,2013-12-12,Q3,London,Islington,Dance,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25710724,360G-ACE-25710724,Ruth Claxton,Birmingham Production Space - R&D,5000,GBP,2013-12-16,Q3,Midlands,Birmingham,Visual arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25717223,360G-ACE-25717223,University Of Birmingham, Cultural Studies: 50 Years On,14900,GBP,2013-12-16,Q3,Midlands,Birmingham,Visual arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25727209,360G-ACE-25727209,Emily Howard,Manchester Opera Project - Mysterious 44,15000,GBP,2013-12-16,Q3,Midlands,High Peak,Music,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25727938,360G-ACE-25727938,Sima Gonsai,Seated,14980,GBP,2013-12-16,Q3,Midlands,Birmingham,Dance,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25728719,360G-ACE-25728719,Rachael Young,The Way I Wear My Hair,10422,GBP,2013-12-16,Q3,Midlands,Nottingham,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25741037,360G-ACE-25741037,The Gramophones Theatre Company,Research and Development of 'Wanderlust',14859,GBP,2013-12-16,Q3,Midlands,Nottingham,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25750239,360G-ACE-25750239,A Little Commitment,Pirate and Parrot,14909,GBP,2013-12-16,Q3,Midlands,Birmingham,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25755619,360G-ACE-25755619,Chloe Ashley,Creation of Chemically Produced Mural Print,2307,GBP,2013-12-16,Q3,Midlands,Lichfield,Visual arts,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25756706,360G-ACE-25756706,Esther Richardson,Sheep in Wolves Clothing (Working Title),15000,GBP,2013-12-16,Q3,Midlands,Nottingham,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25773478,360G-ACE-25773478,Playbox Theatre,The Warwick Spring (working title),10865,GBP,2013-12-16,Q3,Midlands,Warwick,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25774847,360G-ACE-25774847,The Other Way Works,Afterlife R&D,14886,GBP,2013-12-16,Q3,Midlands,Birmingham,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25775092,360G-ACE-25775092,Nottingham Castle Museum & Art Gallery,Trent to Trenches Art Programme,12500,GBP,2013-12-16,Q3,Midlands,Nottingham,Literature,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25783119,360G-ACE-25783119,Upfront,Stand Up For Your Writes,14950,GBP,2013-12-16,Q3,Midlands,Birmingham,Theatre,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
25785709,360G-ACE-25785709,EMO Ltd,OMG Live Masterclasses,15000,GBP,2013-12-16,Q3,Midlands,Solihull,Music,GB-COH-RC000742,Arts Council England,Grants for the arts,http://www.artscouncil.org.uk/funding/grants-arts/awards-made-area-and-artform/,2015-06-09
